nace2,var,N,min,max,median,mean,sd,skewness,excess_kurtosis,p0001,p01,p05,p10,p25,p50,p75,p90,p95,p99,p999
29,age,468,0,67,16,16.22008547008547,9.751553019298129,0.48252069820146576,1.3757249713173767,0,0,1,3,8,16,24,28,29,32.65999999999997,66.06600000000003
29,tanass_clean,466,0,791097967,40735.5,5230248.89055794,41646700.20686606,16.036479261535263,282.98330516523816,0,0,0,0,918.25,40735.5,654447.25,6128001,15165440.5,69195659.50000007,598880078.1400104
29,eszk,468,0,3348850124,151817.5,16531783.952991452,159653695.3615828,19.548291898291733,402.8226109431933,0,6.359999999999999,898.1000000000003,3075.8,14962,151817.5,2042655.75,15308381.600000001,33925920.89999998,214581191.87999946,2020539083.559044
29,sales_clean,468,0,2829625349,132487,19416204.388113104,149813027.74551767,15.546373637450289,271.9435713717916,0,0,0,0,10353.75,132487,2624312.25,18675945.200000003,54838777.44999997,249969284.65999988,2077226044.195025
29,pretax,468,-54892715,117471435,1869.5,335057.7606837607,6701765.834883346,10.530349229263278,208.92507789747052,-40640295.767,-6514035.800000001,-529857.25,-65325.499999999985,-433.75,1869.5,32967,403421.2000000004,1678624.4999999944,12502156.339999918,77717584.59400131
29,persexp_clean,460,0,152818236,22651,1428089.5076086957,7936402.951189548,15.591716978258788,286.51702295034977,0,0,0,0,2401,22651,427628.5,2172166.300000001,6438444.8999999985,21874116.93,99225048.53699963
29,satok,464,-12115081,3032432090,61629,11234104.066810345,142975688.12299666,20.38007818471546,426.7610255438827,-11127503.852,-499133.59,-9784.349999999993,649.2,5795,61629,794739.25,4425443.3,12429697.349999977,179675887.02000016,1770270411.7169392
29,export_value,153,0,3588807679.0976725,4983394.582766006,66579881.67192231,324669779.213776,9.073843304758903,90.63142134469699,0,0,0,0,545621.4247232103,4983394.582766006,22476208.570223905,90921173.91537872,214336132.3782075,1196074225.5877926,3278786754.577092
29,ereduzem,468,-54533888,94298348,1918,232738.72222222222,5872092.708101594,7.465540474644193,159.06894707859334,-40234927.08,-6525135.11,-507236.1,-53898.499999999985,-490,1918,37138.25,343586.40000000084,1550191.1,8981165.889999945,66216160.87900093
29,emp,445,0,13855,10,216.59101123595505,834.2981993895262,10.966965239781517,161.94934013443216,0,0,0,0,1,10,98,419.8000000000002,1043.9999999999986,3001.960000000001,9732.015999999843
29,liabilities,468,0,265892672,39816,4468626.794871795,19425463.753947716,8.550926429192181,92.60243612532614,0,0,3.700000000000003,169.5000000000001,3416,39816,697647.5,8123409.300000001,17299148.599999934,71252020.15999988,232897014.8960011
30,age,239,0,71,14,14.330543933054393,10.137476653298444,0.8036932385366917,2.37087135497858,0,0,1,2,5,14,22,27,29.099999999999994,31.620000000000005,62.670000000000016
30,tanass_clean,238,0,24273708,2322,389061.2478991597,2087643.9955780755,8.647778180982561,85.08000651406356,0,0,0,0,0,2322,29493.25,233503.60000000044,1485968.9999999998,7027015.35999999,22427951.28900004
30,eszk,239,0,53916109,29693,986381.3933054394,4727732.876051166,8.168287999009515,76.65196107264957,0.238,5,102.50000000000001,1033.6000000000001,4357,29693,152195.5,1008105.6000000022,3694361.799999988,22202145.700000077,48930952.67000002
30,sales_clean,239,0,122313303,12311,1503770.5552268566,10620346.040093724,10.016415340530278,103.76550657917966,0,0,0,0,133.5,12311,115639.5,591451.400000001,3693282.299999999,22944696.260000046,117996531.352
30,pretax,239,-458869,8766531,91,61757.15481171548,583308.7689036537,13.989485352274171,204.69562834234006,-384283.37,-135010.04,-33290.2,-6004.2,-576,91,5271.5,53750.40000000007,140162.8,960665.5800000025,7017878.836000004
30,persexp_clean,238,0,16557394,2835.5,205783.77415966385,1209873.0598975508,10.967357970470927,139.11903110576006,0,0,0,0,0,2835.5,23827.25,149328.80000000002,472030.09999999945,3952717.5999999978,13808779.39000006
30,satok,238,-362244,26674869,9467.5,316633.06722689077,1856491.4345082846,12.27814075416665,168.3194540692893,-348272.613,-94129.27,-13225.599999999999,-3555.7,1981.5,9467.5,64519,444127.60000000015,1187307.4999999953,4747680.53,21631480.08600011
30,export_value,25,0,139995545.125231,605290.5005505402,14284941.405334506,35780316.97000384,2.7543280653909026,6.251605344015003,0,0,0,0,28878.121929388366,605290.5005505402,5980425.6707204785,25665244.706047308,102606180.20929478,135386472.51942298,139534637.8646502
30,ereduzem,239,-250848,9177816,155,65589.51464435147,605762.1393499728,14.289682931118962,211.31441494665282,-223592.24,-83890.22,-31355.5,-5846.2,-361.5,155,6742.5,51307.00000000004,145588.69999999958,844059.5400000014,7279335.696000003
30,emp,209,0,1723,1,36.32535885167464,154.2533797721938,7.5746403914673595,70.51718549303506,0,0,0,0,0,1,8,42.20000000000002,187.59999999999968,583.8399999999996,1529.7680000000014
30,liabilities,239,0,31025634,8023,598508.3849372385,2970684.9141685646,7.611541963203677,64.08167857329144,0,0,0,33.6,461,8023,56534.5,531545.000000001,2120631.4999999995,15193009.440000052,29114957.148000002
31,age,1882,0,71,14,14.28586609989373,9.383557169640143,1.2030640421507368,5.192501462137079,0,0,1,3,7,14,21,26,28,33,70.11899999999991
31,tanass_clean,1882,0,7148417,2092.5,51468.55791710946,281992.53865311167,14.563569833823756,280.9126142870633,0,0,0,0,18.25,2092.5,15178.25,77926.8,195639.84999999977,914037.030000002,3753372.783999987
31,eszk,1882,0,10419352,12489.5,113314.32678002125,546582.7677500194,12.709203695964982,199.9462896070852,0,0.8099999999999987,92.05000000000001,791.6000000000001,3572,12489.5,44635.75,173211.7000000001,410485.34999999986,1906924.4200000018,9647215.664999966
31,sales_clean,1882,0,17943767,14604,137701.48653879683,769301.8399588539,15.962848232922175,309.3607240586355,0,0,0,0,2515.75,14604,58468.25,226399.9000000001,494918.6499999987,1923960.6900000004,11838542.27099955
31,pretax,1882,-547486,1687567,461,7670.53560042508,62552.71468250634,17.35889193933579,414.3213219866494,-179051.73200000002,-24833.43,-4871.9000000000005,-1858.9999999999995,-51.5,461,3311.75,13695.900000000003,34744.899999999965,136787.04000000094,928049.4039999588
31,persexp_clean,1875,0,4061286,3511,27125.472933333334,166693.40211868708,16.34566124821293,317.1410580293033,0,0,0,0,166.5,3511,12376,35980.80000000003,75552.79999999999,385660.6799999997,2775849.3539999896
31,satok,1871,-223738,9226184,5137,61812.94494922501,380508.860171866,16.591282314040836,342.1865322146969,-157795.44999999998,-31211.800000000003,-9396.5,-3320,1095.5,5137,20336.5,88909,225066,1008954.299999998,5071257.440000443
31,export_value,84,0,23083591.941422064,0,1407676.1108556231,4077502.4364288743,3.8887665383456347,15.26090644709604,0,0,0,0,0,0,729286.6238250688,2312685.465179086,7223368.205809548,21340469.51325536,22909279.6986054
31,ereduzem,1882,-586798,1887897,498,8701.564824654622,68563.81198582017,18.649884373606284,462.1919009958112,-114195.54699999999,-16436.08,-4700.149999999999,-1827.7999999999997,-52,498,3629.75,14663.700000000008,37833.84999999999,138528.36000000092,931355.142999937
31,emp,1768,0,822,2,8.438348416289593,39.221782289769344,13.6539267086861,224.75829416312843,0,0,0,0,0,2,5,15,27,113.98999999999978,650.8149999999971
31,liabilities,1882,0,4411666,5973.5,44475.863974495216,193845.82716847997,11.98462040474441,198.28072642267023,0,0,0,43.10000000000002,842.75,5973.5,21840.5,72283.20000000011,153883.69999999998,811331.8700000009,2430620.2109999387
32,age,1869,0,67,15,14.678437667201711,9.195466630431843,0.2400749615406975,-0.35217427655104006,0,0,1,2.8000000000000114,7,15,23,27,28,30,42.168000000001484
32,tanass_clean,1868,0,100721993,1879,162589.40096359744,2849002.312696427,29.949881012728547,962.712763682657,0,0,0,0,12.25,1879,15260,80424.99999999999,192236.69999999984,1426012.3199999991,33914243.31200129
32,eszk,1869,0,115962733,12304,343954.910647405,4091263.634413963,24.705723033947766,672.3113592130157,0,0,175.4,834.0000000000002,3294,12304,49333,198487.00000000023,556842.9999999995,5055257.639999986,51649532.11200449
32,sales_clean,1869,0,57137849,10957,249547.58007262237,2158681.6789228744,17.426183510717415,362.5470307861357,0,0,0,0,1294.3271484375,10957,51946,187485.6000000001,432034.3999999998,3851067.5999999885,32047602.59600039
32,pretax,1869,-1960718,13638573,397,28591.53772070626,385317.697480312,26.64358145220741,865.5658904406502,-250403.19999999987,-25751.04,-4267.799999999999,-2121.6,-181,397,3763,19548,51756.399999999936,312881.43999999994,4569945.852000024
32,persexp_clean,1859,0,14235520,3676,53058.993006993005,493070.17501443607,20.378220044712293,488.51326263285307,0,0,0,0,165,3676,12634.5,42170.6,103441.49999999999,687027.4000000006,8282721.256000076
32,satok,1861,-1961814,100969087,6072,218324.8285867813,2859756.872644058,27.252242161489225,874.2956335037952,-730995.9599999996,-24843.999999999993,-4096,-703,1731,6072,28028,108949,325113,2337804.800000003,39439666.08000046
32,export_value,86,0,72742053.91135685,11366.292716300457,4138938.4726930247,11606454.82463357,3.749391259418514,15.581645035616134,0,0,0,0,0,11366.292716300457,1076972.4294319418,12550390.70426213,24778322.15097092,52358987.24942051,70703747.24516335
32,ereduzem,1869,-828726,13003492,414,28441.204922418405,363752.39277757826,27.283375255621408,895.9607678475904,-196817.4639999999,-31005.92,-4038.5999999999995,-2101.5999999999995,-174,414,3999,20419.000000000015,51000.39999999998,302361.7599999995,4323082.656000018
32,emp,1733,0,2198,2,11.840738603577611,76.92575393750579,18.591852386053,439.1659801329629,0,0,0,0,0,2,5,15,32,191,1063.2760000000017
32,liabilities,1869,0,70450808,3493,114135.22043873729,1704435.150372984,37.92581139678215,1550.2142234523787,0,0,0,26,451,3493,15613,63180.20000000001,183866.39999999944,1976075.5599999973,7342551.072000289
33,age,2675,0,39,12,13.866915887850467,9.068727489057292,0.25774241650968654,-1.0968096327995291,0,0,1,2,7,12,22,27,28,31,37.32600000000002
33,tanass_clean,2675,0,4830196,1854,31911.333457943925,183558.64785275984,16.499761178388052,361.476550361056,0,0,0,0,43,1854,11418,48113.99999999993,102415.09999999989,616451.799999998,2224619.512000013
33,eszk,2675,0,186018434,15991,200875.93794392524,3695636.941480693,47.776934771428394,2387.8103952120387,0,6,354.40000000000003,1617.0000000000002,4978.5,15991,54642,176540.39999999997,408183.9999999994,2018522.2999999954,18540391.202000067
33,sales_clean,2675,0,86538125,19612,204382.7685698379,2162487.083007831,31.70232067110037,1138.4738091107395,0,0,0,0,3966,19612,75233.5,246472.99999999994,463666.6999999993,2263314.479999989,17962698.758000314
33,pretax,2675,-873499,52385610,1212,33860.645981308415,1014575.9839608655,51.36115527315459,2647.1059227411943,-82147.054,-15496.439999999999,-2975.5,-1226.8,-10,1212,7982.5,30673.599999999995,70113.69999999992,250674.05999999942,825120.2160000093
33,persexp_clean,2662,0,8924883,3603,37222.09765213437,294032.0558256164,19.386638874474723,453.05391426397733,0,0,0,0,203.25,3603,12995.25,42382.10000000001,83010.74999999988,516680.30999999493,4713569.127999962
33,satok,2661,-279390,174503537,10068,138403.7038707253,3423568.1211398584,49.752836151768946,2526.1184582448113,-109462.4,-15108.399999999998,-1205,298,3097,10068,32898,111597,241318,1014532.2000000018,9236932.360001836
33,export_value,95,0,113672008.49603285,0,1933868.2058739073,11854239.343698705,8.844762556973095,80.13192817880822,0,0,0,0,0,0,280656.01739445614,1065312.380225969,5291309.285448439,21023140.00681626,104407121.64711174
33,ereduzem,2675,-268215,42547229,1272,30400.05644859813,824614.3429573864,51.244466671755625,2638.9062810505347,-66743.042,-14958.46,-2918.2,-1249.3999999999996,-13.5,1272,8367,31355.999999999996,70517.5999999998,242698.59999999998,767023.6180000062
33,emp,2471,0,864,1,6.32335087009308,34.28346140300265,17.774789896099655,379.7397183228818,0,0,0,0,0,1,4,11,18.5,76.30000000000018,527.700000000018
33,liabilities,2675,0,20472728,3846,52535.57607476635,476130.1179469293,32.3332397185508,1296.1963207760405,0,0,0,29.400000000000034,642,3846,16926,58918.19999999994,143009.79999999955,733091.8399999904,4749399.402000013
34,age,3,28,30,29,29,1,0,-2.3333333333333335,28.002,28.02,28.099999999999998,28.200000000000003,28.5,29,29.5,29.799999999999997,29.9,29.98,29.997999999999998
34,tanass_clean,3,54983,861645,404714,440447.3333333333,404516.43834871944,0.08764661793302257,-2.3333333333333335,55682.462,61977.62,89956.10000000003,124929.19999999998,229848.5,404714,633179.5,770258.7999999999,815951.8999999999,852506.38,860731.1380000002
34,eszk,3,212826,1104826,659737,659129.6666666666,446000.310134795,-0.0013617304592485927,-2.3333333333333335,213719.822,221764.22000000003,257517.10000000003,302208.19999999995,436281.5,659737,882281.5,1015808.2,1060317.0999999999,1095924.22,1103935.8220000002
34,sales_clean,3,407460,917738,511692,612296.6666666666,269605.051023406,0.3211955797889534,-2.333333333333333,407668.46400000004,409544.64,417883.2,428306.39999999997,459576,511692,714715,836528.7999999999,877133.4,909617.08,916925.908
34,pretax,3,21272,121582,53801,65551.66666666667,51176.97382938281,0.2175035002034207,-2.3333333333333335,21337.057999999997,21922.58,24524.900000000005,27777.8,37536.5,53801,87691.5,108025.79999999999,114803.9,120226.38,121446.43800000001
34,persexp_clean,3,54850,316650,84466,151988.66666666666,143367.68424346307,0.3665046932232849,-2.333333333333333,54909.232,55442.32,57811.6,60773.2,69658,84466,200558,270213.19999999995,293431.60000000003,312006.32,316185.63200000004
34,satok,3,176662,674505,240001,363722.6666666667,271002.2163457955,0.3613815984637883,-2.3333333333333335,176788.678,177928.78000000003,182995.90000000002,189329.8,208331.5,240001,457253,587604.2,631054.5999999999,665814.92,673635.9920000001
34,ereduzem,3,22028,124794,60226,69016,51943.82315540511,0.16437548196316376,-2.3333333333333335,22104.396,22791.96,25847.800000000003,29667.6,41127,60226,92510,111880.4,118337.2,123502.64,124664.86400000002
34,emp,3,14,76,16,35.333333333333336,35.23256069793016,0.38350533307113716,-2.333333333333333,14.004,14.04,14.2,14.4,15,16,46,63.999999999999986,70,74.80000000000001,75.88000000000001
34,liabilities,3,35631,283173,217465,178756.33333333334,128230.38289474665,-0.274360591842187,-2.3333333333333335,35994.668,39267.68,53814.400000000016,71997.79999999999,126548,217465,250319,270031.39999999997,276602.2,281858.83999999997,283041.584
35,age,2196,0,70,3,6.4216757741347905,7.766686884583852,2.816221057042054,12.97679295953086,0,0,0,1,2,3,9,16,23,29,67.60999999999967
35,tanass_clean,2193,0,366763000,21012,1152318.9366165071,11794361.909693088,20.401863144579107,515.698917115817,0,0,0,0,174,21012,193476,681595.5999999996,1601711.600000002,13289057.19999997,165564689.98399976
35,eszk,2196,0,534869000,83607,2356320.797358834,20422072.453484785,15.812744554522368,308.6815888921943,0,124.6,2035.25,2794,4800,83607,232902.5,1152904.5,3301784.5,54337112.850000724,298014314.99999917
35,sales_clean,2196,0,673065000,250,2221635.6653676964,24809292.09740811,20.38937949547442,497.1639694986358,0,0,0,0,0,250,25467,212450.5,1362702.25,49801225.55000003,262086729.9999981
35,pretax,2196,-10881318,30482000,-16.5,72904.96220400729,1178633.5469748178,16.155882885614528,384.7190093635326,-6053811.16,-272461.05,-18596.5,-4870.5,-755.25,-16.5,3916.25,20638.5,69704.25,1843345.700000007,15332429.109999482
35,persexp_clean,2183,0,39738000,0,106638.77622537792,1160984.509647277,23.367614034914382,695.096288653347,0,0,0,0,0,0,355,9185.999999999987,90122.70000000045,2233859.9999999795,10520343.686000027
35,satok,2191,-14483618,314469000,3848,1100348.5769055225,12253465.524568662,17.244026428336525,343.5662756664485,-958736.19,-149003.69999999998,-6242.5,-270,2420.5,3848,27355,192595,802358.5,15462989.999999486,202614759.99999982
35,export_value,263,0,724360054.651076,0,10963036.053051362,69817620.00841367,7.960721309380521,66.73703618645945,0,0,0,0,0,0,0,1176093.0478882606,9417967.851430912,416272641.64188236,680999305.2642717
35,ereduzem,2195,-10858648,29117000,-13,83094.46378132119,1212355.9785130243,14.79368974837679,323.1415717436602,-7760225.922,-178072.39999999997,-15684.999999999998,-3272,-577.5,-13,6214,26249,82089.59999999983,1405062.399999998,15538186.252000086
35,emp,1079,0,2500,0,22.994439295644113,139.08536362070083,11.24899980442284,158.2566768953443,0,0,0,0,0,0,2,15,81.19999999999982,614.9600000000005,2065.7080000000233
35,liabilities,2196,0,192827008,42007,855585.9508196721,6585396.291273702,17.652474111357623,405.86473281750324,0,0,0,6,815.75,42007,202658,697956.5,1741684.25,14823840.800000006,85357454.99999835
36,age,232,0,70,18,19.29310344827586,12.719427987750569,1.8135817738640947,5.058453845524554,0,1,4,7,10,18,25,28,39,70,70
36,tanass_clean,232,0,114780000,3864,2672714.293103448,13180081.224775568,6.573437920259885,46.46027062085322,0,0,0,0,64.75,3864,79162.75,1393037.0000000005,9703918.749999985,75640841.52999993,113372748.00000003
36,eszk,232,0,132063000,25564,3298331.9267241377,14898771.040234461,6.448500347658148,45.229093980384,0,3.1000000000000005,367.35000000000014,1455.7,5135.5,25564,330551.25,3005374.4000000013,10811737.149999999,83931470.47999993,129228399.00000006
36,sales_clean,232,0,37265000,13026,1121968.9439655172,3555022.9319433426,5.987530440454146,48.780982819010084,0,0,0,0,514,13026,128506.25,3211187.8000000007,7381633.699999997,12446835.25,33368954.000000093
36,pretax,232,-2694472,871820,252.5,1316.3189655172414,206327.78646914507,-9.13194581504436,125.16126644611859,-2200214.005,-344613.78,-43288.299999999996,-10453.099999999999,-771,252.5,6083.25,47985.60000000002,110510.4499999999,322274.5099999999,846682.5800000005
36,persexp_clean,223,0,12276000,2896,414086.57623318385,1487116.59061491,5.296960837670507,32.71473465503357,0,0,0,0,12,2896,17109,1178007.2000000027,2803193.4999999874,6565526.180000001,12075977.999999993
36,satok,231,-174136,17577000,10817,401592.5324675325,1449858.0899748798,8.255573695321804,86.44260211082282,-140859.6,-19919.499999999996,-1960,117,2751.5,10817,137820.5,946315,2066416,5339034.299999986,15295400.000000102
36,export_value,42,0,325201.538221138,0,7897.988972590506,50160.350545204965,6.023234212418028,35.12542683902527,0,0,0,0,0,0,0,0,1485.3985202694582,193688.0550516896,312050.1899041943
36,ereduzem,232,-647787,874647,239,9322.125,111753.64656683158,1.7237118205211128,29.430081126031894,-626307.465,-352635.37,-43314.7,-10303.699999999999,-768.75,239,6163,49501.80000000004,105215.04999999978,325341.3899999999,839616.5430000008
36,emp,224,0,1894,1,84.20089285714286,252.64851743564205,4.348392850504086,21.991703164429435,0,0,0,0,0,1,6,283.1,573.0999999999996,1220.9600000000005,1849.8459999999973
36,liabilities,232,0,109922000,6839.5,2651436.474137931,12690122.41778415,6.4070573412768,44.388096320263706,0,0,0,19.300000000000033,824.5,6839.5,65451.25,1443159.300000002,9830496.549999984,70299666.75999995,108562565.00000003
37,age,173,0,70,17,17.104046242774565,9.392020106040434,1.084985656993775,4.804531842998408,0,0,3,6.199999999999999,10,17,23,28,29,38.20000000000002,66.38800000000006
37,tanass_clean,173,0,115301000,4671,760596.6300578035,8805338.045608481,12.734093722029725,162.5172084565411,0,0,0,0,107,4671,21848,74922.60000000008,151370.60000000012,3630344.840000013,97510820.012000307
37,eszk,173,0,140722000,17580,1047710.0751445086,10873327.39577225,12.326989214871835,154.5651267764108,0,0,345.99999999999994,1088.2,4550,17580,66230,221984.8000000004,349421.4000000002,9679626.640000027,121101554.08000034
37,sales_clean,173,0,60709400,18830,634428.12716763,5413491.714683007,9.748743168663562,97.32197067961589,0,0,0,0,1041,18830,67456,165159.60000000012,283252.00000000006,11780985.44000004,56746107.20000007
37,pretax,173,-59695,5991000,889,62444.5838150289,528521.6945079314,9.846094735218974,99.72419206609646,-55899.648,-26396.280000000006,-4993.6,-1967,-161,889,6923,26598.800000000007,51864.60000000004,1100613.6400000039,5574517.996000007
37,persexp_clean,168,0,5673912,4199,49754.59375,439114.7906754373,12.51315314517765,157.18801742941378,0,0,0,0,77.5,4199,11100.25,41616.80000000009,75404.80000000002,343158.61000000325,4812624.028999992
37,satok,171,-187403,117342000,10342,781988.9005847953,8995101.613233058,12.728946522616411,161.88882358817017,-160216.94000000003,-25086.1,-6061.5,2,2762,10342,47769.5,127520,241899.5,3300250.1000000993,98997455.21000135
37,export_value,15,0,1580700.0147289266,0,105380.00098192845,408134.9888263301,3.132813195598887,8.38666666666666,0,0,0,0,0,0,0,0,474210.0044186763,1359402.012666876,1558570.2145227226
37,ereduzem,173,-54610,5869000,724,62970.63005780347,527497.4262998292,9.669866099405137,95.5382066911872,-50660.02,-24704.200000000004,-4619,-1787.4000000000003,-161,724,7272,26088,53108.200000000055,1150890.360000004,5503418.988000006
37,emp,166,0,972,1,13.265060240963855,88.27396532179073,9.444257570339529,92.18780681537385,0,0,0,0,0,1,4,11,14,267.39999999999714,909.795000000003
37,liabilities,173,0,14054200,4685,150516.71676300577,1172498.1459115432,10.369332853750237,114.65364189439283,0,0,0,18.2,528,4685,17147,51893.600000000006,132297.60000000003,3732072.720000003,12639465.600000026
38,age,1074,0,70,10,12.57169459962756,9.30527010563851,1.2474143889560139,3.7510366360161056,0,0,1,2,6,10,19,26,28,30.269999999999982,66.92699999999991
38,tanass_clean,1074,0,115222824,7094.5,272296.6014897579,3623512.9467577855,30.029672886632667,941.9799334752474,0,0,0,0,49.75,7094.5,62454.25,305760.50000000023,740079.0499999971,2669092.7799999984,23509857.90499844
38,eszk,1074,0,122480661,44087,583265.1499068901,4415584.721371219,22.30212394244967,569.039847265267,0,4,759.8000000000002,2270.3,8025.5,44087,222424.25,958040.8,2072219.2999999982,5876465.329999999,55813574.065998465
38,sales_clean,1074,0,30454348,33140,453737.6167083115,1693499.514594134,9.332955650364363,121.98515691257148,0,0,0,0,821.25,33140,231153,844517.0000000001,1882796.749999993,7623286.479999997,19269417.556999613
38,pretax,1074,-2576199,1987702,1085,20162.0530726257,177276.70451319512,-0.695672453309228,98.65918856620326,-2068456.025,-183761.96,-20956.94999999999,-6154.499999999999,-267.75,1085,10848.25,57772.000000000015,129049.94999999943,660937.33,1836622.1999999636
38,persexp_clean,1066,0,19399481,5611.5,89770.27485928705,637980.0151249595,26.406064018780345,785.991300990548,0,0,0,0,56.25,5611.5,31014.25,172543.5,398279,1103363.8499999952,3807503.7899999307
38,satok,1071,-1678665,40498160,15928,214101.52194211018,1634428.2923477443,20.090331709921966,447.72274489109196,-1093118.72,-136639.89999999997,-5411,-377,3012,15928,86651.5,354962,753891,2454786.8999999883,28763954.39000116
38,export_value,153,0,23999717.663612626,0,568335.2799968673,2595787.9108897895,6.547112076856365,48.40367163822276,0,0,0,0,0,0,3710.224111014384,616432.3176190739,2061199.8047007793,12578896.06315888,22570864.426301166
38,ereduzem,1074,-2799916,1847629,1174,19555.064245810056,172747.99497408423,-2.1710819627522033,115.33444587916391,-1973552.772,-149393.13,-19555.299999999996,-5793.0999999999985,-320.25,1174,11142.5,57186.9,134632.99999999994,534018.5699999998,1695661.276999979
38,emp,970,0,3143,3,20.32164948453608,109.66987541781826,24.133129390223278,675.6605049657189,0,0,0,0,0,3,11,46,96.09999999999991,219.30999999999995,557.7079999998641
38,liabilities,1074,0,69696656,12637,261275.13594040967,2231880.5401068013,28.241790253333576,869.8421910453015,0,0,0,57.900000000000034,1455.75,12637,80840.75,363940.7,878720.149999998,3569726.7599999956,9085903.762999931
39,age,127,0,30,16,15.031496062992126,8.578245841212873,-0.09747181010487303,-1.0960981025242218,0,0,1,2,8,16,22,27,28,29.739999999999995,30
39,tanass_clean,127,0,5346679,5090,100423.14960629921,496753.09068121016,9.398033807448977,95.1665903675766,0,0,0,0,0,5090,35431,118082.2000000003,387888.39999999944,999086.3399999996,4801085.139999979
39,eszk,127,0,8239779,35868,252832.08661417323,823880.1486386294,7.513550325749596,67.27171165486634,4.787999999999996,43.459999999999994,1153.6000000000001,2299.8000000000006,7614,35868,126951.5,537921.0000000005,1362963.9999999993,2302249.3199999984,7502926.841999972
39,sales_clean,127,0,5123372,17793,220589.8031496063,582364.384376857,5.432253010487601,38.45206753764671,0,0,0,0,568.5,17793,135814.5,696096.0000000001,1015482.8999999987,1912131.6799999997,4721023.759999985
39,pretax,127,-517863,382847,777,10330.03937007874,81982.76105516693,-0.85118120807192,18.649909041006225,-489206.19,-256199.26,-9130.099999999999,-5333.199999999998,-371,777,8728,43673.000000000044,91455.6999999999,306233.5999999998,374428.4359999997
39,persexp_clean,127,0,504163,3239,30828.165354330707,75173.73587904304,3.840859385339658,16.839851678296036,0,0,0,0,13,3239,17243.5,93289.80000000002,157847.99999999994,374289.97999999986,488591.0379999994
39,satok,126,-152823,5562870,14780,132956.24603174604,535897.052549994,8.452878400999047,81.02563087327255,-149957.625,-114033.25,-12217.75,-195,3306.25,14780,49532.75,265484.5,682590.25,1273269.25,5038538.625
39,export_value,16,0,74838.3985372068,0,5324.918653275852,18656.391185902383,3.214012425181527,9.051573558693597,0,0,0,0,0,0,0,5180.149957603417,24974.489229575986,64865.61667568061,73841.12035105415
39,ereduzem,127,-475398,391714,575,10296.015748031496,79720.6557062713,-0.3916962430268072,17.07286076698368,-452085.22800000006,-255747.12000000002,-9130.8,-6094.2,-371.5,575,8734.5,45179.200000000004,88928.8999999998,301000.0599999998,381606.5319999996
39,emp,118,0,100,2,7.245762711864407,15.10416054114279,3.7480673007266345,16.759318406680507,0,0,0,0,0,2,7,25.599999999999994,31.299999999999983,80.57999999999996,98.24499999999993
39,liabilities,127,0,1910775,8122,90358.49606299213,276225.22468747996,5.041993317908735,26.79281802060506,0,0,0.9000000000000021,39.6,487,8122,50508,167502.00000000003,403754.2999999996,1618444.6600000001,1874210.3039999986
41,age,16127,0,68,7,8.877844608420663,8.245456785485056,0.9537970038582445,0.3909184323179655,0,0,0,0,2,7,14,22,26,29,37
41,tanass_clean,16123,0,167409697,843,56948.20359114309,1443193.0067038268,99.39774619791756,11269.221624962696,0,0,0,0,0,843,9295.5,44560.40000000001,108242.99999999999,595017.2000000017,6023918.726000124
41,eszk,16125,0,191238654,20445,199203.33859770544,2244675.30120802,52.69599344374036,3777.014567631984,0,6,513,2093.8,4850,20445,79953,250074.80000000005,495801.99999999965,2373565.8000000003,19528044.620000027
41,sales_clean,16124,0,188743000,21068,201900.842058458,2047951.5643405437,58.04633887204417,4705.641685287201,0,0,0,0,1083,21068,98082.75,317258.3000000003,609911.9499999997,2351837.940000004,18380246.720000103
41,pretax,16127,-5716160,10562281,983,18368.663023438952,181296.77593906224,26.55507659772085,1313.8878184546331,-328029.252,-31942.64,-5598.9,-2213.3999999999996,-74.5,983,9026.5,36059.399999999994,75279.69999999997,266893.1599999994,2295918.4119999805
41,persexp_clean,16042,0,7154000,2834,15017.437498757687,96231.23430152336,36.1441379139196,2117.1354754415875,0,0,0,0,7,2834,9830.75,25273.999999999978,44417.79999999999,183746.59000000003,1225907.8230000767
41,satok,16069,-7150954,51924627,8109,71156.96425284709,682078.8052919055,39.88474668499644,2396.982107377646,-573425.2679999999,-40093.92,-5857.6,-453.39999999999964,2796,8109,32716,105384.00000000006,215830.99999999895,912173.4799999984,9066380.636000048
41,export_value,610,0,4561793.551055447,0,38846.37821071777,274528.84615847387,10.605989299551826,140.26237677384754,0,0,0,0,0,0,0,0,30083.406884625052,1355053.8103194558,3340089.8174166894
41,ereduzem,16121,-5716149,7597000,1016,17656.13290608523,158158.65405109487,20.56955675346409,1008.9846251307393,-271144.12,-27929.8,-5300,-2164,-85,1016,9142,36071,74183,260540.59999999893,1952022.1999999303
41,emp,13638,0,555,2,4.965024197096349,14.634888958043257,14.996672600558393,376.84747458491915,0,0,0,0,0,2,5,11,18,53.6299999999992,189.62299999998686
41,liabilities,16125,0,167993984,6689,113057.22395736435,1686132.3703614103,71.91997018752556,6515.268394544485,0,0,0,24,790,6689,33619,124845.80000000003,275041.6,1405059.9200000043,11095150.088000044
42,age,3997,0,70,10,12.122341756317239,9.283101296979376,0.7522599850035456,0.5237830149744829,0,0,0,1,5,10,19,26,28,37,58
